"","carat","clarity","carat_clarity","mean_price","mean_table","mean_length","mean_width","mean_depth","mean_depth_percent","mean_volume","mean_price_per_volume"
"533",0.95,"SI1","0.95_SI1",4227.6,58.1,6.29,6.27,3.9,62.07,153.81,27.49
"534",0.95,"SI2","0.95_SI2",3606.39,59.21,6.35,6.34,3.82,60.34,153.79,23.45
"535",0.95,"VS1","0.95_VS1",5182,57.4,6.29,6.32,3.87,61.4,153.84,33.68
"536",0.95,"VS2","0.95_VS2",4167.4,56.8,6.32,6.3,3.88,61.58,154.49,26.98
"537",0.95,"VVS2","0.95_VVS2",4285.5,58.67,6.36,6.38,3.84,60.35,155.81,27.5
"538",0.96,"I1","0.96_I1",2035.07,59.8,6.24,6.11,3.9,63.22,148.69,13.69
"539",0.96,"SI1","0.96_SI1",4075.2,58.92,6.32,6.29,3.89,61.77,154.64,26.35
"540",0.96,"SI2","0.96_SI2",3567.68,59.7,6.32,6.27,3.88,61.75,153.75,23.2
"541",0.96,"VS1","0.96_VS1",5208,56.43,6.32,6.32,3.91,61.93,156.17,33.35
"542",0.96,"VS2","0.96_VS2",3948.08,57.58,6.36,6.35,3.9,61.35,157.51,25.07
"543",0.97,"I1","0.97_I1",2292.88,55.12,6.37,6.3,3.95,62.4,158.52,14.46
"544",0.97,"SI1","0.97_SI1",4459.94,59.72,6.35,6.34,3.88,61.1,156.2,28.55
"545",0.97,"SI2","0.97_SI2",3757.5,58.18,6.37,6.35,3.9,61.3,157.75,23.82
"546",0.97,"VS1","0.97_VS1",4278,57,6.37,6.41,3.92,61.3,160.06,26.73
"547",0.97,"VS2","0.97_VS2",4018.33,57.15,6.31,6.3,3.95,62.68,157.02,25.59
"548",0.97,"VVS1","0.97_VVS1",7108,55.5,6.36,6.42,3.91,61.15,159.65,44.52
"549",0.97,"VVS2","0.97_VVS2",6828.5,60,6.51,6.51,3.78,58.1,160.2,42.62
"550",0.98,"I1","0.98_I1",1928.43,59.71,6.32,6.22,3.98,63.63,156.46,12.33
"551",0.98,"SI1","0.98_SI1",4221.17,59.17,6.38,6.28,3.97,62.77,159.06,26.54
"552",0.98,"SI2","0.98_SI2",3705.5,58.75,6.37,6.33,3.93,61.96,158.47,23.38
"553",0.98,"VS2","0.98_VS2",4724.5,60,6.45,6.38,3.84,59.9,158.02,29.9
"554",0.99,"I1","0.99_I1",1845,59,6.17,5.95,4.13,68.25,151.62,12.17
"555",0.99,"SI1","0.99_SI1",4596.55,59.09,6.42,6.43,3.91,60.88,161.41,28.48
"556",0.99,"SI2","0.99_SI2",4260.5,57.17,6.34,6.33,3.98,62.92,159.73,26.67
"557",0.99,"VS1","0.99_VS1",5947,55,6.46,6.52,3.96,61,166.79,35.66
"558",0.99,"VS2","0.99_VS2",5193.33,56.33,6.27,6.18,4.05,65.33,156.93,33.09
"559",1,"I1","1_I1",2680.03,58.56,6.36,6.31,3.97,62.69,159.32,16.82
"560",1,"IF","1_IF",10557.87,59.27,6.38,6.4,3.95,61.91,161.29,65.46
"561",1,"SI1","1_SI1",4811.25,58.75,6.37,6.37,3.95,61.94,160.28,30.02
"562",1,"SI2","1_SI2",4016.79,58.75,6.37,6.36,3.95,62.09,160.03,25.1
"563",1,"VS1","1_VS1",6196.94,58.66,6.4,6.38,3.96,61.91,161.69,38.33
"564",1,"VS2","1_VS2",5808.09,58.31,6.38,6.37,3.96,62.07,160.94,36.09
"565",1,"VVS1","1_VVS1",8132.72,58.26,6.39,6.39,3.95,61.86,161.29,50.42
"566",1,"VVS2","1_VVS2",7789.98,58.11,6.4,6.4,3.95,61.66,161.79,48.15
"567",1.01,"I1","1.01_I1",2791.25,58.38,6.42,6.37,3.95,61.85,161.54,17.28
"568",1.01,"IF","1.01_IF",10469.79,58.48,6.41,6.42,3.97,61.94,163.37,64.09
"569",1.01,"SI1","1.01_SI1",4874.97,58.27,6.4,6.4,3.97,62.14,162.61,29.98
"570",1.01,"SI2","1.01_SI2",4179.27,58.37,6.41,6.4,3.96,61.89,162.46,25.72
"571",1.01,"VS1","1.01_VS1",6594.66,57.98,6.41,6.41,3.98,62.03,163.53,40.33
"572",1.01,"VS2","1.01_VS2",6003.06,58.19,6.4,6.4,3.97,61.99,162.61,36.92
"573",1.01,"VVS1","1.01_VVS1",9492.6,57.21,6.41,6.41,3.99,62.33,163.94,57.9
"574",1.01,"VVS2","1.01_VVS2",8262.05,57.73,6.42,6.42,3.98,62,164.04,50.37
"575",1.02,"I1","1.02_I1",3196.52,58.87,6.46,6.45,3.96,61.31,165,19.37
"576",1.02,"IF","1.02_IF",11515.5,58.1,6.44,6.46,4,62.06,166.41,69.2
"577",1.02,"SI1","1.02_SI1",4969.86,57.69,6.45,6.44,3.99,61.9,165.74,29.99
"578",1.02,"SI2","1.02_SI2",4214.5,58.24,6.45,6.45,3.98,61.68,165.58,25.45
"579",1.02,"VS1","1.02_VS1",7104.19,57.24,6.45,6.46,3.99,61.86,166.25,42.73
"580",1.02,"VS2","1.02_VS2",6040.94,57.64,6.45,6.45,3.99,61.91,165.99,36.39
"581",1.02,"VVS1","1.02_VVS1",9380.96,57.96,6.43,6.44,3.99,62.04,165.22,56.78
"582",1.02,"VVS2","1.02_VVS2",8395,57.56,6.45,6.46,4,61.87,166.67,50.37
"583",1.03,"I1","1.03_I1",2905.75,57.44,6.46,6.44,4.01,62.3,166.83,17.42
"584",1.03,"IF","1.03_IF",12532.4,56.2,6.47,6.48,4.04,62.3,169.38,73.99
"585",1.03,"SI1","1.03_SI1",4978.67,57.62,6.49,6.49,4,61.57,168.48,29.55
"586",1.03,"SI2","1.03_SI2",4288.62,57.76,6.47,6.46,4,61.94,167.18,25.65
"587",1.03,"VS1","1.03_VS1",6827.95,57.24,6.49,6.5,4,61.49,168.74,40.46
"588",1.03,"VS2","1.03_VS2",6263.37,57.65,6.49,6.48,4,61.69,168.22,37.23
"589",1.03,"VVS1","1.03_VVS1",9353.67,57.19,6.51,6.52,4,61.37,169.78,55.09
"590",1.03,"VVS2","1.03_VVS2",9043.13,56.44,6.49,6.51,4,61.57,169,53.51
"591",1.04,"I1","1.04_I1",2923.3,59.1,6.43,6.4,4.04,63.07,166.25,17.58
"592",1.04,"IF","1.04_IF",11166.6,56.4,6.52,6.54,4.02,61.6,171.42,65.14
"593",1.04,"SI1","1.04_SI1",4983.3,57.59,6.51,6.5,4.01,61.67,169.68,29.37
"594",1.04,"SI2","1.04_SI2",4268.5,57.64,6.51,6.5,4.01,61.67,169.68,25.16
"595",1.04,"VS1","1.04_VS1",6847.71,56.87,6.5,6.5,4.02,61.85,169.84,40.32
"596",1.04,"VS2","1.04_VS2",6185.45,57.76,6.52,6.52,4,61.36,170.04,36.38
"597",1.04,"VVS1","1.04_VVS1",8822.31,57.15,6.53,6.53,4,61.34,170.56,51.73
"598",1.04,"VVS2","1.04_VVS2",8874.26,57.26,6.51,6.51,4.01,61.52,169.94,52.22
"599",1.05,"I1","1.05_I1",2654.9,59.8,6.52,6.45,4.01,61.86,168.64,15.74
"600",1.05,"IF","1.05_IF",9837.92,57.67,6.59,6.59,4,60.82,173.71,56.63
"601",1.05,"SI1","1.05_SI1",5175.12,57.54,6.54,6.54,4.02,61.41,171.94,30.1
"602",1.05,"SI2","1.05_SI2",4266.14,57.81,6.52,6.51,4.03,61.91,171.05,24.94
"603",1.05,"VS1","1.05_VS1",6724.54,57.39,6.53,6.54,4.03,61.62,172.11,39.07
"604",1.05,"VS2","1.05_VS2",6091.33,57.22,6.52,6.52,4.04,61.99,171.74,35.47
"605",1.05,"VVS1","1.05_VVS1",10133.89,57.22,6.57,6.59,3.99,60.7,172.75,58.66
"606",1.05,"VVS2","1.05_VVS2",8923.12,56.29,6.54,6.56,4.03,61.47,172.9,51.61
"607",1.06,"I1","1.06_I1",3029,57.17,6.55,6.52,4.05,61.92,172.96,17.51
"608",1.06,"IF","1.06_IF",11766,56.56,6.55,6.58,4.04,61.56,174.12,67.57
"609",1.06,"SI1","1.06_SI1",5148.05,57.5,6.57,6.57,4.03,61.33,173.95,29.59
"610",1.06,"SI2","1.06_SI2",4326.61,58.08,6.55,6.54,4.03,61.55,172.63,25.06
"611",1.06,"VS1","1.06_VS1",6996.15,57.13,6.55,6.57,4.03,61.46,173.43,40.34
"612",1.06,"VS2","1.06_VS2",6368.21,57.08,6.56,6.56,4.04,61.62,173.86,36.63
"613",1.06,"VVS1","1.06_VVS1",8510.43,57.29,6.55,6.56,4.01,61.24,172.3,49.39
"614",1.06,"VVS2","1.06_VVS2",9165.38,56.73,6.56,6.57,4.04,61.53,174.12,52.64
"615",1.07,"I1","1.07_I1",3060.5,58,6.52,6.49,4.09,62.93,173.07,17.68
"616",1.07,"IF","1.07_IF",13796.11,58,6.61,6.65,4.01,60.52,176.27,78.27
"617",1.07,"SI1","1.07_SI1",5186.26,57.6,6.6,6.59,4.01,61.29,174.41,29.74
"618",1.07,"SI2","1.07_SI2",4545.27,58.22,6.57,6.57,4.04,61.5,174.39,26.06
"619",1.07,"VS1","1.07_VS1",6906.88,57.2,6.58,6.59,4.04,61.43,175.18,39.43
"620",1.07,"VS2","1.07_VS2",6220.87,57.39,6.57,6.56,4.05,61.73,174.55,35.64
"621",1.07,"VVS1","1.07_VVS1",8606.67,56,6.58,6.63,4.06,61.52,177.12,48.59
"622",1.07,"VVS2","1.07_VVS2",9052.93,56.17,6.57,6.6,4.05,61.59,175.62,51.55
"623",1.08,"I1","1.08_I1",3051.67,58.33,6.58,6.56,4.06,61.8,175.25,17.41
"624",1.08,"IF","1.08_IF",9246.33,56.67,6.59,6.6,4.06,61.63,176.59,52.36
"625",1.08,"SI1","1.08_SI1",5229.15,57.55,6.6,6.59,4.06,61.61,176.59,29.61
"626",1.08,"SI2","1.08_SI2",4462.6,57.45,6.59,6.59,4.07,61.73,176.75,25.25
"627",1.08,"VS1","1.08_VS1",7295.19,57.19,6.59,6.59,4.07,61.72,176.75,41.27
"628",1.08,"VS2","1.08_VS2",6400.09,56.99,6.59,6.58,4.07,61.76,176.48,36.27
"629",1.08,"VVS1","1.08_VVS1",9756,56.44,6.59,6.6,4.08,61.92,177.46,54.98
"630",1.08,"VVS2","1.08_VVS2",8970.75,56.88,6.61,6.61,4.05,61.3,176.95,50.7
"631",1.09,"I1","1.09_I1",3581.5,56,6.64,6.64,4.05,61,178.56,20.06
"632",1.09,"IF","1.09_IF",12730.33,57.33,6.62,6.68,4.07,61.13,179.98,70.73
"633",1.09,"SI1","1.09_SI1",5194.75,57.42,6.61,6.6,4.08,61.83,177.99,29.19
"634",1.09,"SI2","1.09_SI2",4618.29,58.06,6.62,6.61,4.07,61.45,178.1,25.93
"635",1.09,"VS1","1.09_VS1",7215.67,57.42,6.64,6.64,4.07,61.35,179.44,40.21
"636",1.09,"VS2","1.09_VS2",6165.64,56.69,6.63,6.62,4.07,61.13,178.63,34.52
"637",1.09,"VVS1","1.09_VVS1",8233.2,55.8,6.58,6.64,4.1,61.96,179.13,45.96
"638",1.09,"VVS2","1.09_VVS2",9136.44,56.99,6.62,6.65,4.06,61.22,178.73,51.12
"639",1.1,"I1","1.1_I1",3746.62,57.49,6.64,6.64,4.06,61.2,179,20.93
"640",1.1,"IF","1.1_IF",9626,56,6.72,6.7,4.08,60.77,183.7,52.4
"641",1.1,"SI1","1.1_SI1",5104.8,57.58,6.64,6.64,4.09,61.61,180.33,28.31
"642",1.1,"SI2","1.1_SI2",4490.05,57.64,6.65,6.63,4.08,61.48,179.89,24.96
"643",1.1,"VS1","1.1_VS1",7020.4,57.51,6.65,6.64,4.08,61.33,180.16,38.97
"644",1.1,"VS2","1.1_VS2",6574.74,57.09,6.65,6.65,4.08,61.34,180.43,36.44
"645",1.1,"VVS1","1.1_VVS1",10091.43,57.14,6.64,6.7,4.09,61.3,181.96,55.46
"646",1.1,"VVS2","1.1_VVS2",9737.64,56.52,6.66,6.67,4.08,61.2,181.24,53.73
"647",1.11,"I1","1.11_I1",3379,58.6,6.64,6.63,4.08,61.52,179.61,18.81
"648",1.11,"IF","1.11_IF",10202.25,56.5,6.69,6.74,4.08,60.8,183.97,55.46
"649",1.11,"SI1","1.11_SI1",5274.71,57.73,6.65,6.64,4.1,61.72,181.04,29.14
"650",1.11,"SI2","1.11_SI2",4628.58,57.84,6.65,6.64,4.09,61.6,180.6,25.63
"651",1.11,"VS1","1.11_VS1",7273.31,57.06,6.67,6.67,4.1,61.45,182.4,39.88
"652",1.11,"VS2","1.11_VS2",6623.94,57.05,6.66,6.65,4.11,61.72,182.03,36.39
"653",1.11,"VVS1","1.11_VVS1",11888.85,56.46,6.67,6.69,4.1,61.41,182.95,64.98
"654",1.11,"VVS2","1.11_VVS2",9263,57.47,6.68,6.69,4.09,61.28,182.78,50.68
"655",1.12,"I1","1.12_I1",3668.56,58.44,6.74,6.72,4.07,60.49,184.34,19.9
"656",1.12,"IF","1.12_IF",9322.17,57.33,6.72,6.73,4.09,60.8,184.97,50.4
"657",1.12,"SI1","1.12_SI1",5287.19,57.83,6.68,6.67,4.11,61.58,183.12,28.87
"658",1.12,"SI2","1.12_SI2",4513.08,57.9,6.68,6.67,4.11,61.53,183.12,24.65
"659",1.12,"VS1","1.12_VS1",7336.27,57.09,6.69,6.61,4.1,61.48,181.31,40.46
"660",1.12,"VS2","1.12_VS2",6599.17,56.11,6.67,6.66,4.13,61.97,183.46,35.97
"661",1.12,"VVS1","1.12_VVS1",9845,57.67,6.75,6.76,4.08,60.35,186.17,52.88
"662",1.12,"VVS2","1.12_VVS2",9436.6,56.59,6.68,6.69,4.11,61.52,183.67,51.38
"663",1.13,"I1","1.13_I1",3547.2,56.47,6.67,6.65,4.14,62.22,183.63,19.32
"664",1.13,"IF","1.13_IF",11210.83,58.83,6.76,6.74,4.09,60.62,186.35,60.16
"665",1.13,"SI1","1.13_SI1",5257.65,57.74,6.69,6.68,4.13,61.81,184.57,28.49
"666",1.13,"SI2","1.13_SI2",4595.7,57.93,6.71,6.7,4.11,61.3,184.77,24.87
"667",1.13,"VS1","1.13_VS1",7325.28,56.74,6.72,6.72,4.12,61.3,186.05,39.37
"668",1.13,"VS2","1.13_VS2",6433.13,57.43,6.69,6.68,4.13,61.71,184.57,34.85
"669",1.13,"VVS1","1.13_VVS1",10712.82,57,6.73,6.75,4.1,60.85,186.25,57.52
"670",1.13,"VVS2","1.13_VVS2",10460.95,57.05,6.72,6.74,4.11,61.17,186.15,56.2
"671",1.14,"I1","1.14_I1",3721.71,57.11,6.69,6.68,4.14,61.9,185.01,20.12
"672",1.14,"IF","1.14_IF",14205.8,58.8,6.72,6.8,4.11,60.84,187.81,75.64
"673",1.14,"SI1","1.14_SI1",5397.69,57.69,6.72,6.72,4.13,61.55,186.5,28.94
"674",1.14,"SI2","1.14_SI2",4739.12,57.93,6.71,6.7,4.14,61.68,186.12,25.46
"675",1.14,"VS1","1.14_VS1",7041.58,56.73,6.71,6.72,4.15,61.79,187.13,37.63
"676",1.14,"VS2","1.14_VS2",6629.4,57.33,6.72,6.72,4.13,61.5,186.5,35.55
"677",1.14,"VVS1","1.14_VVS1",10901.89,57.66,6.76,6.76,4.12,60.87,188.27,57.91
"678",1.14,"VVS2","1.14_VVS2",9693.25,56.25,6.72,6.73,4.15,61.67,187.69,51.64
"679",1.15,"I1","1.15_I1",3563.33,57,6.77,6.74,4.15,61.47,189.36,18.82
"680",1.15,"IF","1.15_IF",12895,57,6.78,6.86,4.04,59.2,187.9,68.63
"681",1.15,"SI1","1.15_SI1",5505.08,57.32,6.73,6.72,4.16,61.85,188.14,29.26
"682",1.15,"SI2","1.15_SI2",4661.55,57.71,6.71,6.69,4.16,62.12,186.74,24.96
"683",1.15,"VS1","1.15_VS1",7093.57,56.21,6.71,6.69,4.18,62.43,187.64,37.8
"684",1.15,"VS2","1.15_VS2",6519.65,56.85,6.73,6.73,4.16,61.8,188.42,34.6
"685",1.15,"VVS1","1.15_VVS1",10071.2,56.8,6.76,6.76,4.14,61.16,189.19,53.23
"686",1.15,"VVS2","1.15_VVS2",8933.91,56.82,6.77,6.77,4.12,60.94,188.83,47.31
"687",1.16,"I1","1.16_I1",3241,60,6.73,6.72,4.16,61.77,188.14,17.23
"688",1.16,"IF","1.16_IF",9308.83,56.17,6.77,6.79,4.17,61.52,191.69,48.56
"689",1.16,"SI1","1.16_SI1",5384.48,57.39,6.73,6.72,4.18,62.09,189.04,28.48
"690",1.16,"SI2","1.16_SI2",4793.3,57.44,6.74,6.72,4.18,62.09,189.32,25.32
"691",1.16,"VS1","1.16_VS1",8165,57.55,6.78,6.79,4.14,61.05,190.59,42.84
"692",1.16,"VS2","1.16_VS2",6792.62,57.5,6.75,6.74,4.16,61.67,189.26,35.89
"693",1.16,"VVS1","1.16_VVS1",10503.71,56.57,6.79,6.78,4.16,61.23,191.51,54.85
"694",1.16,"VVS2","1.16_VVS2",9721.08,56.82,6.74,6.77,4.16,61.58,189.82,51.21
"695",1.17,"I1","1.17_I1",3087.17,59.83,6.76,6.7,4.21,62.55,190.68,16.19
"696",1.17,"IF","1.17_IF",7955,56,6.9,6.92,4.16,60.15,198.63,40.05
"697",1.17,"SI1","1.17_SI1",5431.54,57.65,6.76,6.75,4.18,61.9,190.73,28.48
"698",1.17,"SI2","1.17_SI2",4915.75,58.16,6.78,6.76,4.17,61.62,191.12,25.72
"699",1.17,"VS1","1.17_VS1",8118.07,57.5,6.77,6.77,4.16,61.46,190.66,42.58
"700",1.17,"VS2","1.17_VS2",6987.45,56.75,6.78,6.76,4.19,61.84,192.04,36.39
"701",1.17,"VVS1","1.17_VVS1",10456.5,55.75,6.79,6.8,4.18,61.98,193,54.18
"702",1.17,"VVS2","1.17_VVS2",9425.33,55.33,6.78,6.81,4.17,61.45,192.54,48.95
"703",1.18,"I1","1.18_I1",3822.78,59.44,6.77,6.76,4.17,61.59,190.84,20.03
"704",1.18,"IF","1.18_IF",10857,57,6.74,6.82,4.22,62.2,193.98,55.97
"705",1.18,"SI1","1.18_SI1",5808.83,57.2,6.79,6.78,4.18,61.63,192.43,30.19
"706",1.18,"SI2","1.18_SI2",4877.91,58.53,6.81,6.8,4.17,61.32,193.1,25.26
"707",1.18,"VS1","1.18_VS1",7298.19,56.14,6.76,6.76,4.2,62.16,191.93,38.03
"708",1.18,"VS2","1.18_VS2",6773.09,58.12,6.78,6.74,4.2,62.05,191.93,35.29
"709",1.18,"VVS1","1.18_VVS1",9058.43,55.8,6.84,6.86,4.17,60.87,195.67,46.29
"710",1.18,"VVS2","1.18_VVS2",9750.94,57.31,6.82,6.83,4.17,61.07,194.24,50.2
"711",1.19,"I1","1.19_I1",3575.29,58.43,6.83,6.82,4.18,61.3,194.71,18.36
"712",1.19,"IF","1.19_IF",7207,56,6.78,6.81,4.19,61.7,193.46,37.25
"713",1.19,"SI1","1.19_SI1",5630.26,57.85,6.8,6.79,4.2,61.9,193.92,29.03
"714",1.19,"SI2","1.19_SI2",4850.41,57.54,6.84,6.82,4.18,61.21,194.99,24.88
"715",1.19,"VS1","1.19_VS1",7726.95,57.11,6.83,6.83,4.2,61.55,195.93,39.44
"716",1.19,"VS2","1.19_VS2",6797.1,58.05,6.86,6.83,4.16,60.84,194.91,34.87
"717",1.19,"VVS1","1.19_VVS1",13514,56.75,6.85,6.86,4.18,61.1,196.42,68.8
"718",1.19,"VVS2","1.19_VVS2",10011.18,57,6.83,6.84,4.19,61.29,195.75,51.14
"719",1.2,"I1","1.2_I1",3064.42,57.68,6.76,6.67,4.25,63.16,191.63,15.99
"720",1.2,"IF","1.2_IF",10849.5,58.5,6.86,6.88,4.17,60.73,196.81,55.13
"721",1.2,"SI1","1.2_SI1",5908.51,57.74,6.78,6.78,4.21,62.1,193.53,30.53
"722",1.2,"SI2","1.2_SI2",5160.57,58.08,6.8,6.79,4.2,61.86,193.92,26.61
"723",1.2,"VS1","1.2_VS1",7500.89,57.71,6.8,6.8,4.2,61.83,194.21,38.62
"724",1.2,"VS2","1.2_VS2",7098.37,57.51,6.79,6.77,4.21,62.08,193.53,36.68
"725",1.2,"VVS1","1.2_VVS1",11148.04,57.42,6.8,6.81,4.2,61.78,194.49,57.32
"726",1.2,"VVS2","1.2_VVS2",10027.41,57.13,6.81,6.81,4.21,61.79,195.24,51.36
"727",1.21,"I1","1.21_I1",3592.5,59.38,6.79,6.75,4.23,62.51,193.87,18.53
"728",1.21,"IF","1.21_IF",10613,57.5,6.8,6.85,4.23,62.02,197.03,53.86
"729",1.21,"SI1","1.21_SI1",5958.75,57.6,6.81,6.8,4.22,61.97,195.42,30.49
"730",1.21,"SI2","1.21_SI2",5238.42,58.36,6.84,6.82,4.2,61.54,195.92,26.74
"731",1.21,"VS1","1.21_VS1",7964.1,57.43,6.84,6.84,4.21,61.62,196.97,40.43
"732",1.21,"VS2","1.21_VS2",7115.68,57.59,6.83,6.82,4.22,61.83,196.57,36.2
"733",1.21,"VVS1","1.21_VVS1",10543.38,57.62,6.87,6.86,4.21,61.26,198.41,53.14
"734",1.21,"VVS2","1.21_VVS2",9389.49,57.23,6.85,6.86,4.2,61.29,197.36,47.58
"735",1.22,"I1","1.22_I1",3074.67,57.67,6.9,6.88,4.17,60.57,197.96,15.53
"736",1.22,"IF","1.22_IF",10336,57.67,6.9,6.91,4.21,60.97,200.73,51.49
"737",1.22,"SI1","1.22_SI1",6089.15,57.58,6.85,6.83,4.24,61.97,198.37,30.7
"738",1.22,"SI2","1.22_SI2",5397.81,57.87,6.85,6.78,4.23,61.86,196.45,27.48
"739",1.22,"VS1","1.22_VS1",7740.28,57.26,6.86,6.86,4.23,61.61,199.06,38.88
"740",1.22,"VS2","1.22_VS2",7509,57.59,6.88,6.87,4.22,61.37,199.46,37.65
"741",1.22,"VVS1","1.22_VVS1",12477.5,57.12,6.86,6.88,4.23,61.52,199.64,62.5
"742",1.22,"VVS2","1.22_VVS2",10388.53,56.29,6.85,6.86,4.24,61.84,199.24,52.14
"743",1.23,"I1","1.23_I1",3791.67,57.73,6.84,6.81,4.28,62.73,199.36,19.02
"744",1.23,"IF","1.23_IF",8508,57,6.89,6.89,4.23,61.3,200.81,42.37
"745",1.23,"SI1","1.23_SI1",6172.31,57.42,6.87,6.86,4.25,61.85,200.29,30.82
"746",1.23,"SI2","1.23_SI2",5504.15,57.65,6.87,6.86,4.24,61.71,199.82,27.55
"747",1.23,"VS1","1.23_VS1",8245.52,57.37,6.89,6.9,4.24,61.46,201.57,40.91
"748",1.23,"VS2","1.23_VS2",7116.54,57.8,6.89,6.88,4.23,61.39,200.52,35.49
"749",1.23,"VVS1","1.23_VVS1",10756.23,56.68,6.87,6.9,4.24,61.64,200.99,53.52
"750",1.23,"VVS2","1.23_VVS2",10041.16,56.74,6.88,6.9,4.23,61.4,200.81,50
"751",1.24,"I1","1.24_I1",3154,57.33,6.89,6.88,4.24,61.63,200.99,15.69
"752",1.24,"IF","1.24_IF",11411.5,57.25,6.92,6.92,4.25,61.35,203.52,56.07
"753",1.24,"SI1","1.24_SI1",6228.03,58.33,6.93,6.91,4.24,61.23,203.04,30.67
"754",1.24,"SI2","1.24_SI2",5227.64,58.05,6.91,6.89,4.25,61.62,202.34,25.84
"755",1.24,"VS1","1.24_VS1",8399.79,57.51,6.93,6.93,4.25,61.29,204.11,41.15
"756",1.24,"VS2","1.24_VS2",7426.81,57.16,6.91,6.91,4.25,61.43,202.93,36.6
"757",1.24,"VVS1","1.24_VVS1",10948,56.57,6.88,6.92,4.27,61.84,203.29,53.85
"758",1.24,"VVS2","1.24_VVS2",10666.83,56.61,6.91,6.92,4.26,61.55,203.7,52.37
"759",1.25,"I1","1.25_I1",3500,57.5,7.04,6.98,4.16,59.45,204.42,17.12
"760",1.25,"IF","1.25_IF",13498,56,6.97,6.99,4.24,60.73,206.57,65.34
"761",1.25,"SI1","1.25_SI1",6112.63,57.43,6.92,6.91,4.26,61.61,203.7,30.01
"762",1.25,"SI2","1.25_SI2",5380.56,57.65,6.91,6.9,4.26,61.68,203.11,26.49
"763",1.25,"VS1","1.25_VS1",7883.68,57.52,6.93,6.94,4.26,61.46,204.88,38.48
"764",1.25,"VS2","1.25_VS2",7603.79,57.42,6.91,6.9,4.26,61.79,203.11,37.44
"765",1.25,"VVS1","1.25_VVS1",11236.78,57.56,6.94,6.95,4.25,61.18,204.99,54.82
"766",1.25,"VVS2","1.25_VVS2",9530.64,56.73,6.91,6.94,4.26,61.51,204.29,46.65
"767",1.26,"IF","1.26_IF",13883,58.5,6.99,6.96,4.28,61.3,208.22,66.67
"768",1.26,"SI1","1.26_SI1",6612.15,57.63,6.94,6.93,4.28,61.69,205.84,32.12
"769",1.26,"SI2","1.26_SI2",5471.54,57.1,6.95,6.92,4.27,61.53,205.36,26.64
"770",1.26,"VS1","1.26_VS1",8912.42,57.32,6.95,6.95,4.28,61.61,206.73,43.11
"771",1.26,"VS2","1.26_VS2",7327.44,57.41,6.94,6.92,4.29,61.99,206.03,35.56
"772",1.26,"VVS1","1.26_VVS1",11368.5,57.75,6.97,7,4.27,61.19,208.33,54.57
"773",1.26,"VVS2","1.26_VVS2",11493.75,56.75,6.97,6.97,4.27,61.35,207.44,55.41
"774",1.27,"I1","1.27_I1",3762.25,61,7,6.97,4.23,60.48,206.38,18.23
"775",1.27,"IF","1.27_IF",13267,56.5,6.96,7,4.29,61.4,209.01,63.48
"776",1.27,"SI1","1.27_SI1",6557.39,57.64,6.95,6.93,4.28,61.69,206.14,31.81
"777",1.27,"SI2","1.27_SI2",5190.41,57.4,6.95,6.94,4.28,61.62,206.44,25.14
"778",1.27,"VS1","1.27_VS1",7849.19,57.95,6.96,6.96,4.28,61.47,207.33,37.86
"779",1.27,"VS2","1.27_VS2",7107.65,58.06,6.94,6.95,4.28,61.65,206.44,34.43
"780",1.27,"VVS1","1.27_VVS1",10817.6,56.4,6.99,6.96,4.3,61.7,209.2,51.71
"781",1.27,"VVS2","1.27_VVS2",10672.7,56.93,6.94,6.96,4.28,61.64,206.73,51.63
"782",1.28,"I1","1.28_I1",4097.33,56.67,6.95,6.93,4.28,61.7,206.14,19.88
"783",1.28,"IF","1.28_IF",14127.8,56.92,7.02,7.01,4.28,61,210.62,67.08
"784",1.28,"SI1","1.28_SI1",6403.27,58.1,6.98,6.97,4.29,61.6,208.71,30.68
"785",1.28,"SI2","1.28_SI2",5665.39,57.68,6.97,6.95,4.3,61.7,208.3,27.2
"786",1.28,"VS1","1.28_VS1",9641.21,57.11,6.99,7,4.29,61.36,209.91,45.93
"787",1.28,"VS2","1.28_VS2",7201.71,58.86,7,6.94,4.28,61.47,207.92,34.64
"788",1.28,"VVS1","1.28_VVS1",10259.2,56.2,6.97,7,4.29,61.5,209.31,49.01
"789",1.28,"VVS2","1.28_VVS2",11817,56.29,7.01,7.02,4.29,61.16,211.11,55.98
"790",1.29,"I1","1.29_I1",3981.29,58.14,6.97,6.93,4.33,62.47,209.15,19.04
"791",1.29,"SI1","1.29_SI1",6559.08,57.6,6.98,6.96,4.33,62.1,210.35,31.18
"792",1.29,"SI2","1.29_SI2",5760.36,57.41,6.99,6.95,4.31,61.83,209.38,27.51
"793",1.29,"VS1","1.29_VS1",8974.5,57.37,6.99,6.98,4.3,61.56,209.8,42.78
"794",1.29,"VS2","1.29_VS2",6957.81,58.38,7.02,7.01,4.28,61.07,210.62,33.03
"795",1.29,"VVS1","1.29_VVS1",12425,55.5,7.02,7.08,4.3,61,213.72,58.14
"796",1.29,"VVS2","1.29_VVS2",10326.75,58,6.99,6.98,4.32,61.8,210.77,49
"797",1.3,"I1","1.3_I1",2541.5,57.5,6.86,6.8,4.47,65.45,208.52,12.19
"798",1.3,"IF","1.3_IF",11330.8,56.4,6.98,7.01,4.33,61.9,211.87,53.48
